paragraph_id,word,bio_tag
4,he,O
4,was,O
4,(James,O
4,"thought),",O
4,but,O
4,also,O
4,with,O
4,some,O
4,secret,O
4,conceit,O
4,at,O
4,his,O
4,own,O
4,accuracy,O
4,of,O
4,judgement.,O
4,What,O
4,he,O
4,said,O
4,was,O
4,true.,O
4,It,O
4,was,O
4,always,O
4,true.,O
4,He,O
4,was,O
4,incapable,O
4,of,O
4,untruth;,O
4,never,O
4,tampered,O
4,with,O
4,a,O
4,fact;,O
4,never,O
4,altered,O
4,a,O
4,disagreeable,O
4,word,O
4,to,O
4,suit,O
4,the,O
4,pleasure,O
4,or,O
4,convenience,O
4,of,O
4,any,O
4,mortal,O
4,"being,",O
4,least,O
4,of,O
4,all,O
4,of,O
4,his,O
4,own,O
4,"children,",O
4,"who,",O
4,sprung,O
4,from,O
4,his,O
4,"loins,",O
4,should,O
4,be,O
4,aware,O
4,from,O
4,childhood,O
4,that,O
4,life,O
4,is,O
4,difficult;,O
4,facts,O
4,uncompromising;,O
4,and,O
4,the,O
4,passage,O
4,to,O
4,that,O
4,fabled,O
4,land,O
4,where,O
4,our,O
4,brightest,O
4,hopes,O
4,are,O
4,"extinguished,",O
4,our,O
4,frail,O
4,barks,O
4,founder,O
4,in,O
4,darkness,O
4,(here,O
4,Mr.,O
4,Ramsay,O
4,would,O
4,straighten,O
4,his,O
4,back,O
4,and,O
4,narrow,O
4,his,O
4,little,O
4,blue,O
4,eyes,O
4,upon,O
4,the,O
4,"horizon),",O
4,one,O
4,that,O
4,"needs,",O
4,above,O
4,"all,",O
4,"courage,",O
4,"truth,",O
4,and,O
4,the,O
4,power,O
4,to,O
4,endure.,O
5,"""But",O
5,it,O
5,may,O
5,be,O
5,fine--I,O
5,expect,O
5,it,O
5,will,O
5,be,O
5,"fine,""",O
5,said,O
5,Mrs.,O
5,"Ramsay,",O
5,making,O
5,some,O
5,little,O
5,twist,O
5,of,O
5,the,O
5,reddish,O
5,brown,O
5,stocking,O
5,she,O
5,was,O
5,"knitting,",O
5,impatiently.,O
5,If,O
5,she,O
5,finished,O
5,it,O
5,"tonight,",O
5,if,O
5,they,O
5,did,O
5,go,O
5,to,O
5,the,O
5,Lighthouse,O
5,after,O
5,"all,",O
5,it,O
5,was,O
5,to,O
5,be,O
5,given,O
5,to,O
5,the,O
5,Lighthouse,O
5,keeper,O
5,for,O
5,his,O
5,little,O
5,"boy,",O
5,who,O
5,was,O
5,threatened,O
5,with,O
5,a,O
5,tuberculous,O
5,hip;,O
5,together,O
5,with,O
5,a,O
5,pile,O
5,of,O
5,old,O
5,"magazines,",O
5,and,O
5,some,O
5,"tobacco,",O
5,"indeed,",O
5,whatever,O
5,she,O
5,could,O
5,find,O
5,lying,O
5,"about,",O
5,not,O
5,really,O
5,"wanted,",O
5,but,O
5,only,O
5,littering,O
5,the,O
5,"room,",O
5,to,O
5,give,O
5,those,O
5,poor,O
5,"fellows,",O
5,who,O
5,must,O
5,be,O
5,bored,O
5,to,O
5,death,O
5,sitting,O
5,all,O
5,day,O
5,with,O
5,nothing,O
5,to,O
5,do,O
5,but,O
5,polish,O
5,the,O
5,lamp,O
5,and,O
5,trim,O
5,the,O
5,wick,O
5,and,O
5,rake,O
5,about,O
5,on,O
5,their,O
5,scrap,O
5,of,O
5,"garden,",O
5,something,O
5,to,O
5,amuse,O
5,them.,O
5,For,O
5,how,O
5,would,O
5,you,O
5,like,O
5,to,O
5,be,O
5,shut,O
5,up,O
5,for,O
5,a,O
5,whole,O
5,month,O
5,at,O
5,a,O
5,"time,",O
5,and,O
5,possibly,O
5,more,O
5,in,O
5,stormy,O
5,"weather,",O
5,upon,O
5,a,O
5,rock,O
5,the,O
5,size,O
5,of,O
5,a,O
5,tennis,O
5,lawn?,O
5,she,O
5,would,O
5,ask;,O
5,and,O
5,to,O
5,have,O
5,no,O
5,letters,O
5,or,O
5,"newspapers,",O
5,and,O
5,to,O
5,see,O
5,nobody;,O
5,if,O
5,you,O
5,were,O
5,"married,",O
5,not,O
5,to,O
5,see,O
5,your,O
5,"wife,",O
5,not,O
5,to,O
5,know,O
5,how,O
5,your,O
5,children,O
5,"were,--if",O
5,they,O
5,were,O
5,"ill,",O
5,if,O
5,they,O
5,had,O
5,fallen,O
5,down,O
5,and,O
5,broken,O
5,their,O
5,legs,O
5,or,O
5,arms;,O
5,to,O
5,see,O
5,the,O
5,same,O
5,dreary,O
5,waves,O
5,breaking,O
5,week,O
5,after,O
5,"week,",O
5,and,O
5,then,O
5,a,O
5,dreadful,O
5,storm,O
5,"coming,",O
5,and,O
5,the,O
5,windows,O
5,covered,O
5,with,O
5,"spray,",O
5,and,O
5,birds,O
5,dashed,O
5,against,O
5,the,O
5,"lamp,",O
5,and,O
5,the,O
5,whole,O
5,place,O
5,"rocking,",O
5,and,O
5,not,O
5,be,O
5,able,O
5,to,O
5,put,O
5,your,O
5,nose,O
5,out,O
5,of,O
5,doors,O
5,for,O
5,fear,O
5,of,O
5,being,O
5,swept,O
5,into,O
5,the,O
5,sea?,O
5,How,O
5,would,O
5,you,O
5,like,O
5,that?,O
5,she,O
5,"asked,",O
5,addressing,O
5,herself,O
5,particularly,O
5,to,O
5,her,O
5,daughters.,O
5,So,O
5,she,O
5,"added,",O
5,rather,O
5,"differently,",O
5,one,O
5,must,O
5,take,O
5,them,O
5,whatever,O
5,comforts,O
5,one,O
5,can.,O
6,"""It's",O
6,due,O
6,"west,""",O
6,said,O
6,the,O
6,atheist,O
6,"Tansley,",O
6,holding,O
6,his,O
6,bony,O
6,fingers,O
6,spread,O
6,so,O
6,that,O
6,the,O
6,wind,O
6,blew,O
6,through,O
6,"them,",O
6,for,O
6,he,O
6,was,O
6,sharing,O
6,Mr.,O
6,Ramsay's,O
6,evening,O
6,walk,O
6,up,O
6,and,O
6,"down,",O
6,up,O
6,and,O
6,down,O
6,the,O
6,terrace.,O
6,That,O
6,is,O
6,to,O
6,"say,",O
6,the,O
6,wind,O
6,blew,O
6,from,O
6,the,O
6,worst,O
6,possible,O
6,direction,O
6,for,O
6,landing,O
6,at,O
6,the,O
6,Lighthouse.,O
6,"Yes,",O
6,he,O
6,did,O
6,say,O
6,disagreeable,O
6,"things,",O
6,Mrs.,O
6,Ramsay,O
6,admitted;,O
6,it,O
6,was,O
6,odious,O
6,of,O
6,him,O
6,to,O
6,rub,O
6,this,O
6,"in,",O
6,and,O
6,make,O
6,James,O
6,still,O
6,more,O
6,disappointed;,O
6,but,O
6,at,O
6,the,O
6,same,O
6,"time,",O
6,she,O
6,would,O
6,not,O
6,let,O
6,them,O
6,laugh,O
6,at,O
6,him.,O
6,"""The",O
6,"atheist,""",O
6,they,O
6,called,O
6,him;,O
6,"""the",O
6,little,O
6,"atheist.""",O
6,Rose,O
6,mocked,O
6,him;,O
6,Prue,O
6,mocked,O
6,him;,O
6,"Andrew,",O
6,"Jasper,",O
6,Roger,O
6,mocked,O
6,him;,O
6,even,O
6,old,O
6,Badger,O
6,without,O
6,a,O
6,tooth,O
6,in,O
6,his,O
6,head,O
6,had,O
6,bit,O
6,"him,",O
6,for,O
6,being,O
6,(as,O
6,Nancy,O
6,put,O
6,it),O
6,the,O
6,hundred,O
6,and,O
6,tenth,O
6,young,O
6,man,O
6,to,O
6,chase,O
6,them,O
6,all,O
6,the,O
6,way,O
6,up,O
6,to,O
6,the,O
6,Hebrides,O
6,when,O
6,it,O
6,was,O
6,ever,O
6,so,O
6,much,O
6,nicer,O
6,to,O
6,be,O
6,alone.,O
7,"""Nonsense,""",O
7,said,O
7,Mrs.,O
7,"Ramsay,",O
7,with,O
7,great,O
7,severity.,O
7,Apart,B-SC
7,from,I-SC
7,the,I-SC
7,habit,I-SC
7,of,I-SC
7,exaggeration,I-SC
7,which,I-SC
7,they,I-SC
7,had,I-SC
7,from,I-SC
7,"her,",I-SC
7,and,I-SC
7,from,I-SC
7,the,I-SC
7,implication,I-SC
7,(which,I-SC
7,was,I-SC
7,true),I-SC
7,that,I-SC
7,she,I-SC
7,asked,I-SC
7,too,I-SC
7,many,I-SC
7,people,I-SC
7,to,I-SC
7,"stay,",I-SC
7,and,I-SC
7,had,I-SC
7,to,I-SC
7,lodge,I-SC
7,some,I-SC
7,in,I-SC
7,the,I-SC
7,"town,",I-SC
7,she,I-SC
7,could,I-SC
7,not,I-SC
7,bear,I-SC
7,incivility,I-SC
7,to,I-SC
7,her,I-SC
7,"guests,",I-SC
7,to,I-SC
7,young,I-SC
7,men,I-SC
7,in,I-SC
7,"particular,",I-SC
7,who,I-SC
7,were,I-SC
7,poor,I-SC
7,as,I-SC
7,"churchmice,",I-SC
7,"""exceptionally",I-SC
7,"able,""",I-SC
7,her,I-SC
7,husband,I-SC
7,"said,",I-SC
7,his,I-SC
7,great,I-SC
7,"admirers,",I-SC
7,and,I-SC
7,come,I-SC
7,there,I-SC
7,for,I-SC
7,a,I-SC
7,holiday.,I-SC
7,"Indeed,",I-SC
7,she,I-SC
7,had,I-SC
7,the,I-SC
7,whole,I-SC
7,of,I-SC
7,the,I-SC
7,other,I-SC
7,sex,I-SC
7,under,I-SC
7,her,I-SC
7,protection;,I-SC
7,for,I-SC
7,reasons,I-SC
7,she,I-SC
7,could,I-SC
7,not,I-SC
7,"explain,",I-SC
7,for,I-SC
7,their,I-SC
7,chivalry,I-SC
7,and,I-SC
7,"valour,",I-SC
7,for,I-SC
7,the,I-SC
7,fact,I-SC
7,that,I-SC
7,they,I-SC
7,negotiated,I-SC
7,"treaties,",I-SC
7,ruled,I-SC
7,"India,",I-SC
7,controlled,I-SC
7,finance;,I-SC
7,finally,I-SC
7,for,I-SC
7,an,I-SC
7,attitude,I-SC
7,towards,I-SC
7,herself,I-SC
7,which,I-SC
7,no,I-SC
7,woman,I-SC
7,could,I-SC
7,fail,I-SC
7,to,I-SC
7,feel,I-SC
7,or,I-SC
7,to,I-SC
7,find,I-SC
7,"agreeable,",I-SC
7,something,I-SC
7,"trustful,",I-SC
7,"childlike,",I-SC
7,reverential;,I-SC
7,which,I-SC
7,an,I-SC
7,old,I-SC
7,woman,I-SC
7,could,I-SC
7,take,I-SC
7,from,I-SC
7,a,I-SC
7,young,I-SC
7,man,I-SC
7,without,I-SC
7,loss,I-SC
7,of,I-SC
7,"dignity,",I-SC
7,and,I-SC
7,woe,I-SC
7,betide,I-SC
7,the,I-SC
7,girl--pray,I-SC
7,Heaven,I-SC
7,it,I-SC
7,was,I-SC
7,none,I-SC
7,of,I-SC
7,her,I-SC
7,daughters!--who,I-SC
7,did,I-SC
7,not,I-SC
7,feel,I-SC
7,the,I-SC
7,worth,I-SC
7,of,I-SC
7,"it,",I-SC
7,and,I-SC
7,all,I-SC
7,that,I-SC
7,it,I-SC
7,"implied,",I-SC
7,to,I-SC
7,the,I-SC
7,marrow,I-SC
7,of,I-SC
7,her,I-SC
7,bones!,I-SC
8,She,O
8,turned,O
8,with,O
8,severity,O
8,upon,O
8,Nancy.,O
8,He,O
8,had,O
8,not,O
8,chased,O
8,"them,",O
8,she,O
8,said.,O
8,He,O
8,had,O
8,been,O
8,asked.,O
9,They,B-SC
9,must,I-SC
9,find,I-SC
9,a,I-SC
9,way,I-SC
9,out,I-SC
9,of,I-SC
9,it,I-SC
9,all.,I-SC
9,There,I-SC
9,might,I-SC
9,be,I-SC
9,some,I-SC
9,simpler,I-SC
9,"way,",I-SC
9,some,I-SC
9,less,I-SC
9,laborious,I-SC
9,"way,",I-SC
9,she,I-SC
9,sighed.,I-SC
9,When,I-SC
9,she,I-SC
9,looked,I-SC
9,in,I-SC
9,the,I-SC
9,glass,I-SC
9,and,I-SC
9,saw,I-SC
9,her,I-SC
9,hair,I-SC
9,"grey,",I-SC
9,her,I-SC
9,cheek,I-SC
9,"sunk,",I-SC
9,at,I-SC
9,"fifty,",I-SC
9,she,I-SC
9,"thought,",I-SC
9,possibly,I-SC
9,she,I-SC
9,might,I-SC
9,have,I-SC
9,managed,I-SC
9,things,I-SC
9,better--her,I-SC
9,husband;,I-SC
9,money;,I-SC
9,his,I-SC
9,books.,I-SC
9,But,I-SC
9,for,I-SC
9,her,I-SC
9,own,I-SC
9,part,I-SC
9,she,I-SC
9,would,I-SC
9,never,I-SC
9,for,I-SC
9,a,I-SC
9,single,I-SC
9,second,I-SC
9,regret,I-SC
9,her,I-SC
9,"decision,",I-SC
9,evade,I-SC
9,"difficulties,",I-SC
9,or,I-SC
9,slur,I-SC
9,over,I-SC
9,duties.,I-SC
9,She,B-SC
9,was,I-SC
9,now,I-SC
9,formidable,I-SC
9,to,I-SC
9,"behold,",I-SC
9,and,I-SC
9,it,I-SC
9,was,I-SC
9,only,I-SC
9,in,I-SC
9,"silence,",I-SC
9,looking,I-SC
9,up,I-SC
9,from,I-SC
9,their,I-SC
9,"plates,",I-SC
9,after,I-SC
9,she,I-SC
9,had,I-SC
9,spoken,I-SC
9,so,I-SC
9,severely,I-SC
9,about,I-SC
9,Charles,I-SC
9,"Tansley,",I-SC
9,that,I-SC
9,her,I-SC
9,"daughters,",I-SC
9,"Prue,",I-SC
9,"Nancy,",I-SC
9,Rose--could,I-SC
9,sport,I-SC
9,with,I-SC
9,infidel,I-SC
9,ideas,I-SC
9,which,I-SC
9,they,I-SC
9,had,I-SC
9,brewed,I-SC
9,for,I-SC
9,themselves,I-SC
9,of,I-SC
9,a,I-SC
9,life,I-SC
9,different,I-SC
9,from,I-SC
9,hers;,I-SC
9,in,B-SC
9,"Paris,",I-SC
9,perhaps;,I-SC
9,a,I-SC
9,wilder,I-SC
9,life;,I-SC
9,not,I-SC
9,always,I-SC
9,taking,I-SC
9,care,I-SC
9,of,I-SC
9,some,I-SC
9,man,I-SC
9,or,I-SC
9,other;,I-SC
9,for,I-SC
9,there,I-SC
9,was,I-SC
9,in,I-SC
9,all,I-SC
9,their,I-SC
9,minds,I-SC
9,a,I-SC
9,mute,I-SC
9,questioning,I-SC
9,of,I-SC
9,deference,I-SC
9,and,I-SC
9,"chivalry,",I-SC
9,of,O
9,the,O
9,Bank,O
9,of,O
9,England,O
9,and,O
9,the,O
9,Indian,O
9,"Empire,",O
9,of,O
9,ringed,O
9,fingers,O
9,and,O
9,"lace,",O
9,though,O
9,to,O
9,them,O
9,all,O
9,there,O
9,was,O
9,something,O
9,in,O
9,this,O
9,of,O
9,the,O
9,essence,O
9,of,O
9,"beauty,",O
9,which,O
9,called,O
9,out,O
9,the,O
9,manliness,O
9,in,O
9,their,O
9,girlish,O
9,"hearts,",O
9,and,O
9,made,O
9,"them,",O
9,as,O
9,they,O
9,sat,O
9,at,O
9,table,O
9,beneath,O
9,their,O
9,mother's,O
9,"eyes,",O
9,honour,O
9,her,O
9,strange,O
9,"severity,",O
9,her,O
9,extreme,O
9,"courtesy,",O
9,like,O
9,a,O
9,queen's,O
9,raising,O
9,from,O
9,the,O
9,mud,O
9,to,O
9,wash,O
9,a,O
9,beggar's,O
9,dirty,O
9,"foot,",O
9,when,O
9,she,O
9,admonished,O
9,them,O
9,so,O
9,very,O
9,severely,O
9,about,O
9,that,O
9,wretched,O
9,atheist,O
9,who,O
9,had,O
9,chased,O
9,"them--or,",O
9,speaking,O
9,"accurately,",O
9,been,O
9,invited,O
9,to,O
9,stay,O
9,with,O
9,them--in,O
9,the,O
9,Isle,O
9,of,O
9,Skye.,O
10,"""There'll",O
10,be,O
10,no,O
10,landing,O
10,at,O
10,the,O
10,Lighthouse,O
10,"tomorrow,""",O
10,said,O
10,Charles,O
10,"Tansley,",O
10,clapping,O
10,his,O
10,hands,O
10,together,O
10,as,O
10,he,O
10,stood,O
10,at,O
10,the,O
10,window,O
10,with,O
10,her,O
10,husband.,O
10,"Surely,",O
10,he,O
10,had,O
10,said,O
10,enough.,O
10,She,O
10,wished,O
10,they,O
10,would,O
10,both,O
10,leave,O
10,her,O
10,and,O
10,James,O
10,alone,O
10,and,O
10,go,O
10,on,O
10,talking.,O
10,She,O
10,looked,O
10,at,O
10,him.,O
10,He,O
10,was,O
10,such,O
10,a,O
10,miserable,O
10,"specimen,",O
10,the,O
10,children,O
10,"said,",O
10,all,O
10,humps,O
10,and,O
10,hollows.,O
10,He,O
10,couldn't,O
10,play,O
10,cricket;,O
10,he,O
10,poked;,O
10,he,O
10,shuffled.,O
10,He,O
10,was,O
10,a,O
10,sarcastic,O
10,"brute,",O
10,Andrew,O
10,said.,O
10,They,B-SC
10,knew,I-SC
10,what,I-SC
10,he,I-SC
10,liked,I-SC
10,best-to,I-SC
10,be,I-SC
10,for,I-SC
10,ever,I-SC
10,walking,I-SC
10,up,B-SC
10,and,I-SC
10,"down,",I-SC
10,up,I-SC
10,and,I-SC
10,"down,",I-SC
10,with,O
10,Mr.,O
10,"Ramsay,",O
10,and,O
10,saying,O
10,wo,B-SC
10,had,I-SC
10,won,I-SC
10,"this,",I-SC
10,who,I-SC
10,had,I-SC
10,won,I-SC
10,"that,",O
10,who,B-SC
10,was,I-SC
10,a,O
10,"""first",O
10,rate,O
10,"man""",O
10,at,O
10,Latin,O
10,"verses,",O
10,who,B-SC
10,was,I-SC
10,"""brilliant",O
10,but,O
10,I,O
10,think,O
10,fundamentally,O
10,"unsound,""",O
10,who,B-SC
10,was,I-SC
10,undoubtedly,O
10,the,O
10,"""ablest",O
10,fellow,O
10,in,O
10,"Balliol,""",O
10,who,O
10,had,O
10,buried,O
10,his,O
10,light,O
10,temporarily,O
10,at,O
10,Bristol,O
10,or,O
10,"Bedford,",O
10,but,O
10,was,O
10,bound,O
10,to,O
10,be,O
10,heard,O
10,of,O
10,later,O
10,when,O
10,his,O
10,"Prolegomena,",O
10,of,O
10,which,O
10,Mr.,O
10,Tansley,O
10,had,O
10,the,O
10,first,O
10,pages,O
10,in,O
10,proof,O
10,with,O
10,him,O
10,if,O
10,Mr.,O
10,Ramsay,O
10,would,O
10,like,O
10,to,O
10,see,O
10,"them,",O
10,to,O
10,some,O
10,branch,O
10,of,O
10,mathematics,O
10,or,O
10,philosophy,O
10,saw,O
10,the,O
10,light,O
10,of,O
10,day.,O
10,That,O
10,was,O
10,what,O
10,they,O
10,talked,O
10,about.,O
11,She,O
11,could,O
11,not,O
11,help,O
11,laughing,O
11,herself,O
11,sometimes.,O
11,She,O
11,"said,",O
11,the,O
11,other,O
11,"day,",O
11,something,O
11,about,O
11,"""waves",O
11,mountains,O
11,"high.""",O
11,"Yes,",O
11,said,O
11,Charles,O
11,"Tansley,",O
11,it,O
11,was,O
11,a,O
11,little,O
11,rough.,O
11,"""Aren't",O
11,you,O
11,drenched,O
11,to,O
11,the,O
11,"skin?""",O
11,she,O
11,had,O
11,said.,O
11,"""Damp,",O
11,not,O
11,wet,O
11,"through,""",O
11,said,O
11,Mr.,O
11,"Tansley,",O
11,pinching,O
11,his,O
11,"sleeve,",O
11,feeling,O
11,his,O
11,socks.,O
12,But,O
12,it,O
12,was,O
12,not,O
12,that,O
12,they,O
12,"minded,",O
12,the,O
12,children,O
12,said.,O
12,It,O
12,was,O
12,not,O
12,his,O
12,face;,O
12,it,O
12,was,O
12,not,O
12,his,O
12,manners.,O
12,It,O
12,was,O
12,him,O
12,-,O
12,his,O
12,point,O
12,of,O
12,view.,O
12,When,O
12,they,O
12,talked,O
12,about,O
12,something,O
12,"interesting,",O
12,"people,",O
12,"music,",O
12,"history,",O
12,"anything,",O
12,even,O
12,said,O
12,it,O
12,was,O
12,a,O
12,fine,O
12,evening,O
12,so,O
12,why,O
12,not,O
12,sit,O
12,out,O
12,of,O
12,"doors,",O
12,then,O
12,what,O
12,they,O
12,complained,O
12,of,O
12,about,O
12,Charles,O
12,Tansley,O
12,was,O
12,that,O
12,until,O
12,he,O
12,had,O
12,turned,O
12,the,O
12,whole,O
12,thing,O
12,round,O
12,and,O
12,made,O
12,it,O
12,somehow,O
12,reflect,O
12,himself,O
12,and,O
12,disparage,O
12,them--he,O
12,was,O
12,not,O
12,satisfied.,O
12,And,O
12,he,O
12,would,O
12,go,O
12,to,O
12,picture,O
12,galleries,O
12,they,O
12,"said,",O
12,and,O
12,he,O
12,would,O
12,ask,O
12,"one,",O
12,did,O
12,one,O
12,like,O
12,his,O
12,tie?,O
12,God,O
12,"knows,",O
12,said,O
12,"Rose,",O
12,one,O
12,did,O
12,not.,O
13,Disappearing,B-SC
13,as,I-SC
13,stealthily,I-SC
13,as,I-SC
13,stags,I-SC
13,from,I-SC
13,the,I-SC
13,dinner-table,I-SC
13,directly,I-SC
13,the,I-SC
13,meal,I-SC
13,was,I-SC
13,"over,",I-SC
13,the,I-SC
13,eight,I-SC
13,sons,I-SC
13,and,I-SC
13,daughters,I-SC
13,of,I-SC
13,Mr.,I-SC
13,and,I-SC
13,Mrs.,I-SC
13,Ramsay,I-SC
13,sought,I-SC
13,their,I-SC
13,"bedrooms,",I-SC
13,their,I-SC
13,fastness,I-SC
13,in,I-SC
13,a,I-SC
13,house,I-SC
13,where,I-SC
13,there,I-SC
13,was,I-SC
13,no,I-SC
13,other,I-SC
13,privacy,I-SC
13,to,I-SC
13,debate,I-SC
13,"anything,",I-SC
13,everything;,I-SC
13,Tansley's,B-SC
13,tie;,I-SC
13,the,I-SC
13,passing,I-SC
13,of,I-SC
13,the,I-SC
13,Reform,I-SC
13,Bill;,I-SC
13,sea,I-SC
13,birds,I-SC
13,and,I-SC
13,butterflies;,I-SC
13,people;,I-SC
13,while,O
13,the,O
13,sun,O
13,poured,O
13,into,O
13,those,O
13,"attics,",O
13,which,O
13,a,O
13,plank,O
13,alone,O
13,separated,O
13,from,O
13,each,O
13,other,O
13,so,O
13,that,O
13,every,O
13,footstep,O
13,could,O
13,be,O
13,plainly,O
13,heard,O
13,and,O
13,the,O
13,Swiss,O
13,girl,O
13,sobbing,O
13,for,O
13,her,O
13,father,O
13,who,O
13,was,O
13,dying,O
13,of,O
13,cancer,O
13,in,O
13,a,O
13,valley,O
13,of,O
13,the,O
13,"Grisons,",O
13,and,O
13,lit,O
13,up,O
13,"bats,",O
13,"flannels,",O
13,straw,O
13,"hats,",O
13,"ink-pots,",O
13,"paint-pots,",O
13,"beetles,",O
13,and,O
13,the,O
13,skulls,O
13,of,O
13,small,O
13,"birds,",O
13,while,O
13,it,O
13,drew,O
13,from,O
13,the,O
13,long,O
13,frilled,O
13,strips,O
13,of,O
13,seaweed,O
13,pinned,O
13,to,O
13,the,O
13,wall,O
13,a,O
13,smell,O
13,of,O
13,salt,O
